mean,std,p75,p90,p99,top_50pct_rate,top_10pct_rate,top_1pct_rate,lineup_id,rank_p99
90.71254,18.688051,102.66728,115.94875,133.00883,0.501,0.081,0.004,673,1907
90.84512,17.581997,103.0813,114.068405,131.64255,0.483,0.092,0.006,674,1407
92.00339,18.791664,104.14574,115.87795,137.96964,0.528,0.132,0.018,675,481
91.37,18.501732,103.28322,114.90571,134.5629,0.52,0.08,0.006,676,78
89.88798,17.449492,102.808304,111.953384,133.29967,0.463,0.06,0.001,677,302
92.61331,18.331299,105.26704,115.98542,136.2689,0.557,0.097,0.015,678,450
92.95875,18.353285,105.47358,116.33033,138.34036,0.562,0.126,0.011,679,538
90.419586,18.580566,103.176834,114.42897,135.2461,0.479,0.118,0.013,680,891
91.01702,18.76987,104.58273,115.78688,133.9555,0.486,0.11,0.014,681,1760
89.92798,18.224514,102.63472,113.23722,133.80371,0.448,0.057,0.001,682,1047
92.179535,17.903086,104.78172,115.35245,136.6054,0.546,0.09,0.012,683,424
90.610565,18.487091,102.3877,114.02343,135.4841,0.48,0.083,0.014,684,441
90.38764,18.581087,103.1093,114.14684,131.50702,0.461,0.086,0.007,685,984
90.13985,18.561314,103.61832,113.275055,134.60324,0.461,0.076,0.002,686,972
90.34481,18.390472,102.620804,113.9966,131.88068,0.471,0.066,0.004,687,242
90.888115,19.169336,104.070724,114.79282,137.81128,0.496,0.104,0.005,688,1323
88.47369,17.571207,99.6937,112.48871,128.26537,0.401,0.062,0.002,689,827
93.663704,18.276432,105.88706,116.7284,136.29034,0.598,0.144,0.005,690,1002
90.661125,18.831978,103.697174,115.23292,134.36401,0.483,0.116,0.009,691,390
93.03749,19.698833,106.501816,118.23935,137.56914,0.562,0.161,0.022,692,1930
87.89495,17.106697,99.28732,110.30166,125.71539,0.387,0.058,0.004,693,1456
92.33506,18.250093,104.764015,115.683586,136.89307,0.563,0.102,0.01,694,506
88.88174,17.877546,100.757515,112.21967,129.1859,0.422,0.064,0.008,695,1038
92.141815,18.193401,104.50293,116.2673,134.41368,0.533,0.107,0.011,696,1630
92.53729,18.242245,104.32595,115.61408,135.72307,0.546,0.105,0.01,697,1063
93.524,20.128632,106.481674,119.01065,141.4156,0.564,0.197,0.036,698,148
93.19259,18.93558,105.35056,117.62916,136.84442,0.579,0.13,0.007,699,1679
93.04083,18.876135,105.72267,117.785225,137.0438,0.56,0.144,0.012,700,1908
91.77242,18.393944,104.851654,114.897736,136.9549,0.519,0.122,0.014,701,90
89.92487,17.603184,101.46843,113.58467,130.86105,0.454,0.072,0.009,702,914
91.34533,17.956951,102.382835,116.46685,134.12184,0.524,0.084,0.008,703,895
90.917816,18.866917,104.02813,115.05103,134.97794,0.511,0.118,0.018,704,1503
94.01207,18.839043,106.51928,118.05525,140.04349,0.617,0.131,0.01,705,1732
89.99381,18.350786,102.98655,112.32682,133.95674,0.477,0.083,0.012,706,138
89.83069,18.303885,102.63349,113.11432,131.28552,0.451,0.08,0.008,707,1996
91.98597,18.74025,105.021484,116.10862,134.79225,0.522,0.126,0.007,708,1391
91.88167,19.053495,105.23698,117.16755,136.42206,0.539,0.13,0.019,709,1547
93.470924,19.178875,105.946,117.942924,139.88411,0.586,0.126,0.007,710,767
89.67018,17.227314,101.06103,111.55405,129.08627,0.442,0.062,0.003,711,1253
92.54147,18.458662,106.02884,116.28669,136.67854,0.554,0.131,0.009,712,864
91.34089,20.171282,105.156525,116.07952,139.61458,0.506,0.153,0.031,713,1457
92.03749,19.326183,104.93654,118.13912,135.66452,0.539,0.123,0.011,714,1917
89.4482,18.730404,102.06853,113.138855,132.44034,0.433,0.088,0.01,715,1212
89.66749,19.68643,103.571915,113.7685,136.00327,0.447,0.115,0.023,716,429
91.55859,18.113373,104.473145,114.232635,132.06194,0.519,0.101,0.004,717,1507
94.80194,19.204409,107.337685,118.29342,141.06279,0.63,0.18,0.023,718,793
94.01144,18.553019,105.84143,118.52946,139.67897,0.617,0.154,0.014,719,817
90.650894,18.606953,103.93999,114.87338,133.89305,0.49,0.112,0.016,720,698
90.843544,17.72795,102.38036,113.69562,131.8428,0.487,0.066,0.004,721,784
93.110954,19.05533,105.316086,117.401215,138.61107,0.579,0.122,0.008,722,651
89.67559,18.306953,102.234055,112.80162,134.06255,0.468,0.081,0.007,723,219
95.43088,19.712132,108.9763,120.2092,142.68849,0.647,0.194,0.036,724,960
92.372314,18.49795,104.63054,116.6808,134.75781,0.549,0.125,0.014,725,789
95.26775,19.890232,108.726715,119.81396,146.68433,0.643,0.208,0.031,726,332
90.682846,18.71288,103.244514,114.833885,134.1193,0.497,0.111,0.005,727,666
92.21848,18.004566,104.35341,115.6159,137.26007,0.547,0.106,0.009,728,1054
94.67195,19.171707,107.85237,119.362656,140.47234,0.626,0.18,0.017,729,491
90.350174,19.115782,103.53527,115.03528,136.71777,0.469,0.096,0.01,730,1689
92.511246,18.551197,105.565475,116.65743,135.38141,0.566,0.109,0.011,731,411
90.552986,18.840322,102.998764,114.41762,135.54266,0.471,0.098,0.009,732,715
92.24675,18.81241,104.219666,117.17951,135.005,0.534,0.15,0.023,733,425
90.747314,18.857931,103.05704,115.333145,133.87286,0.491,0.092,0.008,734,1317
89.11837,17.91787,100.866394,112.839134,131.79733,0.425,0.056,0.003,735,1006
92.704605,18.23292,104.75168,115.71496,135.99597,0.565,0.106,0.01,736,1661
91.05177,19.417704,103.91513,115.82428,136.42493,0.503,0.107,0.012,737,1961
88.397354,17.648863,99.98972,111.19714,130.19855,0.369,0.043,0.001,738,1013
87.911736,18.2792,100.00028,111.79116,130.21649,0.398,0.069,0.012,739,1788
86.44376,17.040737,97.81289,108.46844,125.635506,0.338,0.035,0.002,740,1959
91.82298,18.443033,104.581436,116.300514,134.16324,0.532,0.125,0.007,741,831
91.55113,18.73292,104.07406,115.494385,134.31137,0.528,0.088,0.007,742,1594
92.23484,17.955202,104.62544,114.88349,132.63614,0.539,0.079,0.004,743,1057
90.37747,18.945953,103.26797,115.15058,136.10934,0.467,0.117,0.013,744,755
90.25874,18.687529,103.77789,113.33528,133.83961,0.452,0.103,0.01,745,1774
91.07839,18.995264,103.64719,115.20992,135.36928,0.503,0.098,0.005,746,931
91.24757,17.696934,102.78744,113.7659,131.50002,0.514,0.083,0.004,747,522
92.00761,19.101929,104.882355,117.025314,136.52797,0.536,0.126,0.015,748,435
91.2816,18.527178,104.070114,114.603355,135.19687,0.495,0.11,0.013,749,733
90.410324,18.389069,103.092445,114.36126,131.39113,0.476,0.094,0.009,750,982
89.365036,17.685001,101.47803,111.94739,132.07173,0.415,0.066,0.003,751,1410
92.00869,18.77966,104.56218,115.74178,137.02301,0.539,0.112,0.009,752,1021
91.77587,18.137506,103.94185,115.095215,133.02611,0.541,0.092,0.006,753,1197
91.00457,20.182808,103.9895,116.91774,135.57057,0.498,0.15,0.033,754,189
90.7038,19.150282,103.58779,115.85769,134.13866,0.496,0.127,0.01,755,126
92.01783,17.973322,104.845665,115.49218,136.13948,0.541,0.111,0.008,756,467
93.5208,20.790052,107.38992,119.41766,143.09258,0.581,0.204,0.055,757,374
89.41453,17.119083,101.50741,111.4723,129.57765,0.438,0.053,0.005,758,830
90.26096,18.333033,102.68063,115.05531,132.50212,0.479,0.069,0.004,759,685
89.6514,17.594263,102.01929,111.6229,130.5811,0.449,0.052,0.002,760,393
89.53626,17.70691,101.96474,113.09717,128.64276,0.427,0.053,0.002,761,84
90.22452,18.379528,102.67929,114.65082,130.42137,0.431,0.071,0.007,762,272
89.102234,18.510124,101.03487,113.385376,130.88458,0.444,0.099,0.007,763,800
93.7811,18.408852,106.122345,117.50572,139.04192,0.618,0.125,0.013,764,1137
90.51553,17.937788,102.08748,113.89795,133.19397,0.479,0.073,0.007,765,1786
91.846,17.69185,103.569534,114.1726,135.77113,0.51,0.094,0.009,766,1963
87.85297,17.397665,100.22519,110.68843,127.463356,0.385,0.037,0.003,767,616
88.578865,17.891207,100.28428,112.428345,129.1795,0.427,0.083,0.006,768,485
90.00672,18.193254,101.67167,113.854645,129.78078,0.456,0.08,0.006,769,1436
90.252625,18.48577,103.338745,114.10588,133.35416,0.473,0.082,0.006,770,1218
93.386444,18.764753,106.17639,116.80915,136.77667,0.579,0.149,0.021,771,1765
92.68011,19.573523,105.58148,116.8837,140.23752,0.554,0.146,0.017,772,237
88.66809,18.377361,100.89548,112.40536,133.4972,0.39,0.069,0.002,773,822
90.26315,18.483646,102.9034,114.03409,134.33296,0.483,0.076,0.007,774,1722
90.72382,18.440548,102.87319,115.01176,131.82524,0.476,0.077,0.005,775,1040
91.0183,18.93503,104.19482,115.56544,134.76445,0.49,0.104,0.011,776,942
89.08825,18.118374,101.099236,111.284386,133.07637,0.419,0.067,0.004,777,1691
90.05036,18.449007,102.73366,113.53299,133.69458,0.459,0.08,0.01,778,218
90.19134,19.036758,102.89099,114.854126,133.87366,0.472,0.095,0.011,779,732
90.75477,18.388384,103.27643,114.748535,133.5521,0.474,0.07,0.005,780,747
90.44335,17.923162,102.61072,112.92161,134.46378,0.479,0.071,0.006,781,1982
90.8753,19.299936,103.83931,115.741455,136.4193,0.504,0.11,0.016,782,1801
90.99271,18.94706,104.21359,115.92317,135.71896,0.493,0.117,0.016,783,1199
89.52008,17.43584,101.28615,111.37862,130.89311,0.431,0.059,0.004,784,1117
92.834366,18.667744,105.085,116.967804,138.77232,0.582,0.138,0.014,785,1349
89.25772,18.482454,101.57963,112.74176,131.79642,0.43,0.095,0.013,786,1255
92.807915,19.151398,105.62505,117.08597,138.5425,0.567,0.127,0.009,787,1131
91.86411,18.364182,103.94827,115.74814,135.6989,0.534,0.101,0.007,788,611
89.03677,17.703,100.45955,112.54357,131.21088,0.416,0.066,0.007,789,1201
88.25267,17.219833,99.712326,110.73751,126.039,0.398,0.041,0.005,790,244
87.055984,17.836895,99.04738,109.872765,127.620674,0.359,0.048,0.003,791,1798
92.501785,18.891575,105.18095,117.20459,135.73366,0.553,0.136,0.018,792,423
88.42327,17.194414,99.68866,110.71249,129.1392,0.382,0.039,0.004,793,27
87.84663,18.46123,99.91121,111.000534,130.40935,0.38,0.065,0.005,794,1433
90.60555,18.05235,102.71479,114.10915,131.25095,0.462,0.071,0.004,795,1497
90.42734,18.627737,103.31412,113.84918,132.91357,0.476,0.083,0.005,796,1322
92.83801,18.480326,105.22194,116.78009,136.41753,0.561,0.114,0.012,797,1221
92.170715,18.26491,104.11052,115.47732,133.42308,0.535,0.125,0.012,798,448
90.84597,19.105082,103.57521,115.90535,135.4693,0.498,0.122,0.02,799,238
87.9347,17.267477,100.060715,110.721535,125.2795,0.386,0.037,0.001,800,428
93.61659,19.078299,106.87654,117.956924,138.48296,0.596,0.153,0.023,801,1209
94.803955,18.79701,107.60225,118.74737,140.04637,0.643,0.179,0.02,802,1061
89.760025,17.717815,101.52196,112.0128,130.56226,0.45,0.047,0.003,803,519
91.35718,17.81219,103.39035,114.79296,133.8975,0.506,0.09,0.009,804,143
92.36403,19.553112,105.96463,117.14378,138.53603,0.546,0.142,0.021,805,229
89.426315,17.975288,101.50191,112.65613,132.07939,0.424,0.064,0.005,806,1055
88.68024,17.145004,100.25783,111.34761,127.936905,0.4,0.044,0.002,807,337
90.77445,18.330618,102.72262,114.27183,133.11333,0.483,0.115,0.017,808,1135
89.41545,18.16968,101.46716,113.813354,130.38246,0.437,0.082,0.005,809,1885
90.05592,17.83981,102.50568,112.82089,133.2257,0.458,0.061,0.003,810,1893
90.11972,18.24448,102.35431,114.03448,132.59488,0.482,0.093,0.008,811,681
89.78595,17.997585,101.74707,113.408295,132.27972,0.447,0.082,0.005,812,521
90.240585,17.671558,102.84312,113.68416,129.6628,0.454,0.067,0.005,813,483
89.44858,18.425537,102.24458,112.91287,130.25397,0.452,0.082,0.006,814,964
88.28091,19.061478,101.49358,113.42326,134.17003,0.394,0.062,0.008,815,1737
93.32514,18.773235,106.43587,117.42681,135.73154,0.577,0.144,0.023,816,1283
89.20957,17.92301,101.83703,112.41592,130.6855,0.436,0.077,0.008,817,1412
93.00513,18.746943,106.15697,116.61722,137.16078,0.575,0.128,0.016,818,1118
88.74966,17.456615,100.06878,112.00988,130.68323,0.422,0.059,0.006,819,1488
91.69236,18.351873,104.231674,115.08864,137.88176,0.513,0.096,0.007,820,250
91.374596,18.457996,104.01845,115.819855,135.4267,0.514,0.085,0.008,821,408
88.28444,18.205135,100.86244,111.23425,130.43195,0.407,0.069,0.008,822,953
90.66258,18.491194,102.72478,113.95935,134.5507,0.477,0.078,0.001,823,941
92.69831,20.550426,106.2901,118.39081,143.21896,0.547,0.186,0.04,824,750
89.71113,17.587975,100.611755,112.744316,133.76747,0.448,0.055,0.003,825,1858
93.122314,18.244349,105.736496,116.39867,135.88808,0.578,0.108,0.014,826,63
88.270874,17.356525,100.16148,111.9567,126.32248,0.394,0.043,0.0,827,240
91.14177,17.568504,103.0988,113.35821,131.98576,0.494,0.066,0.003,828,286
93.00522,17.918093,104.81421,116.7649,135.49129,0.586,0.115,0.011,829,939
92.48974,19.047926,105.58689,117.051315,135.5965,0.561,0.104,0.003,830,1333
89.27178,17.794926,100.84468,112.61658,129.2036,0.44,0.053,0.003,831,843
94.99873,18.729494,107.645615,119.33923,139.8186,0.65,0.154,0.013,832,1664
88.38238,17.673908,100.61266,111.709366,127.82286,0.396,0.063,0.006,833,1476
93.66042,19.336325,106.53582,120.03809,137.92188,0.611,0.145,0.024,834,1408
93.51825,18.802046,106.80571,117.94548,138.1015,0.606,0.131,0.008,835,1389
94.10961,19.5905,106.94044,119.103226,140.2093,0.603,0.176,0.023,836,640
92.66614,18.663563,104.51747,116.8317,137.09615,0.566,0.108,0.007,837,1727
91.83901,17.882511,104.37529,114.70828,130.78749,0.541,0.089,0.003,838,313
88.383736,18.026318,100.25513,112.23394,129.37862,0.375,0.055,0.007,839,74
88.55342,18.058285,100.130295,112.642715,131.46669,0.399,0.059,0.004,840,1505
91.0707,17.816061,102.787155,114.02035,132.35655,0.499,0.075,0.002,841,1915
92.44537,17.975077,104.359634,115.718544,135.16835,0.554,0.093,0.007,842,1969
91.52512,18.401081,104.29732,115.00964,133.1393,0.516,0.109,0.008,843,1542
89.93656,18.685802,102.79762,113.837234,132.51154,0.466,0.083,0.005,844,876
88.77436,18.784334,101.23871,113.59776,131.65257,0.415,0.084,0.008,845,672
91.9679,17.716444,104.17905,115.28147,132.89032,0.545,0.081,0.004,846,180
89.731064,19.829021,102.92011,115.977936,136.87024,0.475,0.15,0.026,847,1949
92.73961,19.039942,105.18146,117.36138,138.37051,0.558,0.133,0.01,848,44
89.729324,18.48106,102.03742,113.31266,132.75507,0.448,0.095,0.007,849,1958
93.82683,18.439987,106.56308,116.65536,137.90475,0.61,0.146,0.02,850,1356
91.77503,17.812057,104.33583,114.23107,132.40468,0.525,0.105,0.006,851,624
92.011894,18.855888,104.82521,116.51846,132.71756,0.537,0.112,0.018,852,1441
92.4682,18.880363,105.21312,117.81148,133.9094,0.551,0.144,0.028,853,1103
90.23361,18.013361,102.8781,113.13898,130.58278,0.468,0.078,0.003,854,334
89.97823,17.740671,101.69052,112.64061,130.13841,0.459,0.062,0.003,855,585
89.06228,17.648607,100.815155,112.34955,129.33795,0.414,0.041,0.002,856,1032
91.3429,18.533468,104.63598,114.607315,132.78209,0.483,0.109,0.009,857,336
90.19087,18.51382,103.054726,115.01167,131.99663,0.461,0.085,0.007,858,1745
94.49943,19.075459,106.665215,119.457504,138.12415,0.632,0.15,0.021,859,734
92.03205,19.729876,105.17123,118.14979,137.37474,0.558,0.137,0.021,860,553
89.92478,18.374819,102.3512,113.9801,131.67426,0.455,0.059,0.004,861,883
89.97819,18.61092,102.97078,113.59556,134.32863,0.468,0.094,0.006,862,323
92.18497,18.411701,103.91707,116.008995,135.75426,0.536,0.101,0.013,863,540
91.08891,17.660723,102.64725,113.60778,131.80263,0.485,0.076,0.009,864,98
92.37353,18.087091,103.9741,115.89873,137.19351,0.546,0.107,0.009,865,137
93.185295,18.370005,105.46318,116.41721,137.28079,0.568,0.13,0.007,866,1205
89.40072,18.226965,101.92697,114.151825,130.87831,0.436,0.078,0.003,867,705
88.3838,18.574741,101.3881,112.604485,129.31433,0.395,0.07,0.005,868,1844
92.332375,20.989975,106.35445,119.535194,142.04193,0.52,0.189,0.046,869,451
91.987625,18.099108,104.00984,115.46742,136.89659,0.537,0.084,0.004,870,1545
89.16237,17.978733,100.98449,113.19225,132.24762,0.416,0.043,0.001,871,233
87.737854,17.801895,99.5608,110.640724,128.28358,0.388,0.063,0.01,872,1569
89.898796,17.297739,101.28583,112.38783,128.9434,0.465,0.062,0.003,873,494
93.673744,19.48727,106.74848,117.3086,143.44432,0.589,0.155,0.018,874,1842
89.55884,18.600328,101.974785,113.74623,135.11322,0.446,0.057,0.004,875,165
89.77108,18.182688,101.0851,114.150536,132.3327,0.44,0.079,0.009,876,455
92.989784,19.541212,105.83795,118.51671,138.7256,0.568,0.152,0.014,877,311
92.07911,18.26665,103.8674,115.56162,137.2165,0.546,0.099,0.009,878,62
91.66197,18.796074,104.20108,116.28497,134.79439,0.52,0.116,0.009,879,1044
92.8476,19.095743,105.56258,116.64345,139.85025,0.567,0.13,0.003,880,1213
87.176285,17.34522,98.81773,110.087654,127.75669,0.333,0.041,0.002,881,271
90.77069,18.001352,102.2599,114.29534,134.9925,0.473,0.083,0.011,882,888
94.21013,19.023205,106.676834,118.2216,139.82349,0.629,0.158,0.025,883,288
88.98661,17.360455,101.09462,111.06258,131.20033,0.422,0.06,0.004,884,211
90.58465,19.440733,103.3384,115.58277,136.3348,0.481,0.109,0.012,885,1927
90.02553,17.91855,101.79291,113.05426,131.38281,0.471,0.078,0.003,886,1026
91.54951,18.327625,104.343094,114.84919,134.91882,0.517,0.097,0.007,887,1305
91.17178,18.335146,103.53038,114.980835,134.37088,0.503,0.076,0.006,888,1577
90.718346,18.611532,103.31881,114.71055,134.38974,0.488,0.108,0.012,889,1290
91.05014,18.921938,103.90586,114.90264,135.92825,0.495,0.115,0.018,890,460
88.67231,18.294308,100.465645,112.04903,131.3354,0.414,0.076,0.007,891,241
92.84072,18.446352,105.17136,116.67199,133.80759,0.582,0.141,0.016,892,946
94.22298,18.946306,107.12205,118.37702,139.0165,0.626,0.14,0.013,893,520
92.78614,18.375658,105.87723,116.47132,135.80846,0.555,0.124,0.009,894,990
92.78619,18.51583,105.23179,117.189354,134.75821,0.578,0.099,0.006,895,1064
90.550934,17.669575,102.26628,112.716064,134.14388,0.474,0.077,0.003,896,569
90.83372,17.848454,102.57501,114.658195,131.76938,0.476,0.083,0.005,897,208
92.692566,19.243818,105.59793,116.54978,139.85135,0.562,0.106,0.01,898,426
89.88059,17.815006,101.35463,113.02875,132.51314,0.468,0.07,0.005,899,567
90.732475,19.138472,103.597946,115.89641,136.11653,0.489,0.119,0.014,900,661
90.26323,17.845863,103.04388,112.92922,133.87239,0.478,0.069,0.003,901,1587
90.40817,17.316376,102.31009,113.09643,128.3417,0.47,0.068,0.004,902,489
91.08069,18.641907,104.15274,116.04955,133.96834,0.514,0.093,0.011,903,1050
90.82905,18.198206,103.57994,113.75766,132.84512,0.479,0.091,0.01,904,416
93.49183,18.395338,106.38419,116.929886,136.0251,0.594,0.123,0.013,905,329
91.518524,17.903648,103.98901,114.91438,131.93616,0.515,0.096,0.009,906,1039
88.73039,18.003767,100.73673,112.4361,132.20372,0.405,0.051,0.003,907,1529
91.083954,19.31755,103.75961,114.35026,137.6277,0.5,0.114,0.008,908,96
89.22304,17.651106,101.36291,111.604126,131.48688,0.443,0.052,0.001,909,1269
90.853806,18.697895,103.88878,115.564125,131.59303,0.486,0.099,0.007,910,880
89.945,17.963427,102.561035,112.67366,132.54788,0.451,0.058,0.009,911,1535
90.09125,18.345873,102.793564,113.58169,132.28976,0.458,0.092,0.006,912,709
91.88074,19.082045,104.61364,116.72553,135.80905,0.533,0.114,0.008,913,1161
90.2032,17.681252,102.52002,114.14325,129.47903,0.464,0.08,0.004,914,563
93.81466,18.624487,106.17749,118.31669,138.83064,0.608,0.145,0.023,915,128
91.53056,19.11182,104.124695,115.737045,136.76324,0.508,0.116,0.013,916,1074
91.33451,17.874584,103.43955,114.07316,133.6357,0.508,0.071,0.004,917,1847
89.27593,17.438725,101.08255,112.020386,130.483,0.425,0.06,0.003,918,1114
90.0908,17.854843,101.528824,112.60327,132.44122,0.473,0.069,0.003,919,1012
93.982605,19.672754,107.94748,118.7903,140.15944,0.607,0.186,0.032,920,75
90.08341,18.525234,102.57344,113.61944,134.5695,0.462,0.111,0.006,921,777
91.25459,18.98007,104.09425,115.965004,133.45274,0.489,0.107,0.011,922,381
88.94928,17.703661,101.07176,111.87087,127.24273,0.423,0.052,0.003,923,549
92.16133,19.225422,105.79442,116.26215,136.28847,0.54,0.137,0.012,924,1092
88.93094,18.271458,101.39659,112.73994,129.61537,0.411,0.088,0.006,925,530
88.91279,17.119272,100.079994,111.528206,129.3132,0.411,0.052,0.003,926,366
90.088,17.163908,101.20019,112.345856,129.28625,0.456,0.061,0.002,927,896
90.42742,18.290613,102.956795,113.746895,133.27274,0.479,0.106,0.01,928,726
91.88708,19.106321,104.71022,117.25988,134.56052,0.532,0.124,0.016,929,1277
89.80877,18.653381,101.87547,115.23624,135.56473,0.451,0.078,0.01,930,1685
92.28679,18.448225,104.4453,115.96922,137.63997,0.55,0.101,0.005,931,948
87.66156,17.7313,99.38427,110.8766,126.96786,0.359,0.056,0.006,932,488
92.62296,18.32197,104.88744,116.9536,136.78001,0.57,0.094,0.012,933,292
90.56978,17.965778,102.866066,112.53271,128.69211,0.489,0.065,0.002,934,297
88.06011,17.411276,99.5502,111.15464,131.49846,0.379,0.04,0.001,935,1316
92.998856,19.049643,105.76184,117.37629,137.71002,0.569,0.161,0.018,936,1837
91.8689,18.067196,104.22122,114.583534,132.98016,0.524,0.073,0.004,937,1191
91.17177,18.474634,102.98661,115.17214,135.18417,0.497,0.116,0.014,938,1686
89.98806,17.797453,101.87754,113.05583,130.57991,0.449,0.063,0.003,939,608
90.4283,18.794233,103.30627,114.81793,135.20139,0.486,0.105,0.01,940,1944
90.3617,17.982994,102.84306,112.30393,135.40823,0.465,0.092,0.004,941,1986
93.77781,19.186302,106.08798,118.72017,139.60901,0.613,0.133,0.013,942,979
91.36261,18.291931,103.74698,115.14192,136.77725,0.512,0.106,0.006,943,1337
90.85788,17.737715,103.59539,114.0694,131.94572,0.474,0.071,0.005,944,1808
90.523315,18.819756,102.87755,113.959656,134.87924,0.485,0.08,0.007,945,1308
88.787285,17.664995,100.78364,111.48262,129.94731,0.426,0.048,0.001,946,274
91.80478,18.155579,104.01034,115.85759,134.74867,0.513,0.106,0.009,947,256
90.254456,18.492725,102.24509,113.72589,132.81752,0.458,0.096,0.01,948,535
88.84026,17.879763,101.19176,111.39317,130.27115,0.41,0.053,0.002,949,1726
90.95475,18.207993,103.074745,114.80252,132.2788,0.494,0.08,0.009,950,178
91.657486,18.35797,104.28592,114.78378,136.26605,0.527,0.083,0.003,951,1636
90.092125,18.89921,102.63374,114.472626,135.20149,0.469,0.1,0.01,952,484
93.81942,19.663025,107.3964,118.99731,141.14769,0.594,0.186,0.031,953,527
88.07402,17.857765,99.742744,110.9571,130.65157,0.399,0.07,0.01,954,1528
85.40302,16.913897,96.88594,106.54492,126.10651,0.286,0.022,0.001,955,962
89.449776,17.924566,101.08187,112.64417,131.46016,0.436,0.066,0.004,956,625
90.791695,18.50631,102.70965,115.383545,134.21,0.489,0.097,0.005,957,1124
88.875404,17.173883,100.62098,110.890205,128.57237,0.42,0.065,0.005,958,1335
91.6725,18.88443,104.29168,116.292755,135.70293,0.52,0.117,0.008,959,687
90.88609,18.189833,102.96325,114.81806,133.64795,0.475,0.095,0.014,960,1163
90.5868,19.3011,103.39832,115.70443,134.6364,0.483,0.108,0.011,961,1556
92.6506,18.522524,105.01012,116.679855,139.76787,0.546,0.137,0.012,962,417
92.204575,18.469234,104.65308,116.073105,135.23686,0.55,0.096,0.006,963,1513
90.71244,19.362818,103.859344,115.76933,136.95087,0.479,0.094,0.007,964,1289
90.26455,18.722797,102.86454,114.52068,133.22368,0.475,0.119,0.017,965,1929
93.51214,19.32518,106.34967,119.078705,140.16345,0.578,0.159,0.026,966,922
91.991905,19.3031,104.77583,116.72738,136.88152,0.537,0.136,0.02,967,1130
89.743454,18.0587,101.79031,113.94297,129.27623,0.452,0.076,0.006,968,677
92.83473,19.721619,106.02092,118.40263,138.40388,0.559,0.146,0.015,969,930
90.101616,17.419899,101.94993,112.21533,131.61685,0.453,0.076,0.005,970,1772
91.68013,18.676794,104.301674,115.5606,135.89925,0.52,0.088,0.007,971,824
91.33834,18.08391,103.73903,114.60369,133.34076,0.499,0.09,0.005,972,1764
89.76319,18.376804,102.25192,113.48958,130.44307,0.454,0.087,0.005,973,1384
93.61183,18.122765,106.15408,116.9406,137.91574,0.585,0.139,0.014,974,69
93.510086,19.555946,107.71292,116.41754,139.63492,0.583,0.16,0.019,975,1034
92.65871,19.483774,105.72389,117.63773,136.77756,0.558,0.151,0.014,976,291
94.436,19.31154,107.637825,119.58454,141.24483,0.624,0.178,0.024,977,1548
91.090935,18.323685,103.688614,114.39393,134.69223,0.5,0.064,0.002,978,1239
89.815056,18.331623,101.72563,113.13948,132.17491,0.475,0.075,0.007,979,1158
89.92806,17.751383,102.00995,112.34587,131.8241,0.434,0.077,0.007,980,432
92.78745,18.066456,104.16991,117.39184,135.54205,0.577,0.092,0.01,981,285
90.71397,18.928532,103.44539,114.826225,134.27377,0.483,0.109,0.008,982,1062
92.1513,18.420887,104.46098,116.278015,135.90254,0.544,0.099,0.007,983,782
90.66381,17.406895,102.9446,113.80399,127.59507,0.48,0.079,0.004,984,258
87.43534,17.366735,99.54487,109.62253,126.19352,0.365,0.041,0.003,985,1465
95.10325,19.132627,107.86157,119.06257,139.73792,0.646,0.177,0.017,986,118
89.19769,18.255537,101.38223,112.76279,131.8186,0.426,0.07,0.005,987,471
88.46091,17.454227,99.72075,111.670265,129.08145,0.387,0.044,0.002,988,660
91.54662,18.864956,103.93935,115.53549,134.87756,0.502,0.109,0.013,989,236
89.76105,17.775726,101.70539,112.72506,132.83913,0.469,0.064,0.004,990,1622
88.61859,18.500244,101.84653,111.59792,132.28148,0.419,0.086,0.006,991,697
89.08128,18.105082,101.02396,112.29737,130.16756,0.451,0.074,0.007,992,1478
93.555725,18.383497,105.26111,116.874855,138.40675,0.6,0.121,0.009,993,638
94.931564,19.998774,108.33567,119.38649,145.2696,0.631,0.215,0.029,994,890
89.24197,17.321634,100.787994,111.26872,126.778404,0.432,0.049,0.003,995,114
92.02987,19.3505,104.82945,116.61166,139.14034,0.536,0.131,0.017,996,1189
87.75934,17.91714,99.72121,111.37259,126.84224,0.388,0.058,0.003,997,889
90.7338,19.640345,104.00918,116.27206,137.21405,0.48,0.114,0.016,998,692
89.258995,18.546574,101.53346,113.85351,130.9402,0.435,0.062,0.006,999,1977
90.885666,19.133232,103.99728,115.77544,134.04779,0.509,0.128,0.01,1000,431
91.82878,18.900267,104.983826,115.58658,135.8857,0.544,0.117,0.011,1001,775
89.446976,18.234358,101.77186,113.19773,131.08075,0.447,0.076,0.007,1002,479
90.43003,18.699238,102.758354,115.424164,132.78459,0.47,0.109,0.011,1003,863
90.68522,17.848536,102.57658,114.26489,130.13725,0.488,0.083,0.005,1004,300
93.20666,18.56274,105.65976,117.114555,135.63486,0.578,0.143,0.017,1005,310
94.31877,19.594707,108.5209,119.71416,140.95473,0.612,0.196,0.035,1006,743
93.97625,19.5928,107.140526,117.915596,142.7689,0.589,0.177,0.025,1007,473
89.34467,17.92774,100.9449,111.66621,133.03737,0.425,0.05,0.005,1008,52
